fecha,moneda,pais,compra_bs,venta_bs,fuente,origen_fecha
2025-01-20,ANG,Curazao,30.68572647,30.76263305,2_1_2a25_smc.xls,fecha_valor
2025-01-20,ARS,Argentina,0.05259147,0.05272328,2_1_2a25_smc.xls,fecha_valor
2025-01-20,BOB,Bolivia,8.15332267,8.17375707,2_1_2a25_smc.xls,fecha_valor
2025-01-20,BRL,Brasil,9.04727656,9.06995143,2_1_2a25_smc.xls,fecha_valor
2025-01-20,CAD,Canada,38.02035313,38.11564224,2_1_2a25_smc.xls,fecha_valor
2025-01-20,CLP,Chile,0.05432691,0.05446306,2_1_2a25_smc.xls,fecha_valor
2025-01-20,CNY,China,7.47421289,7.49294525,2_1_2a25_smc.xls,fecha_valor
2025-01-20,COP,Colombia,0.01261347,0.01264508,2_1_2a25_smc.xls,fecha_valor
2025-01-20,CUC,Cuba,54.77402175,54.9113,2_1_2a25_smc.xls,fecha_valor
2025-01-20,DOP,Republica Dominicana,0.89354032,0.89577977,2_1_2a25_smc.xls,fecha_valor
2025-01-20,EUR,Zona Euro,56.44901133,56.59048755,2_1_2a25_smc.xls,fecha_valor
2025-01-20,INR,India,0.6326625,0.63424812,2_1_2a25_smc.xls,fecha_valor
2025-01-20,JPY,Japon,0.3511808,0.35206096,2_1_2a25_smc.xls,fecha_valor
2025-01-20,MXP,Mexico,2.6433323,2.64995719,2_1_2a25_smc.xls,fecha_valor
2025-01-20,NIO,Nicaragua,1.50833618,1.51211647,2_1_2a25_smc.xls,fecha_valor
2025-01-20,PEN,Perú,14.60991217,14.6465285,2_1_2a25_smc.xls,fecha_valor
2025-01-20,RUB,Rusia,0.53448498,0.53582455,2_1_2a25_smc.xls,fecha_valor
2025-01-20,TRY,Turquia,1.54059976,1.54446091,2_1_2a25_smc.xls,fecha_valor
2025-01-20,TTD,Trinidad y Tobago,8.1245397,8.14490195,2_1_2a25_smc.xls,fecha_valor
2025-01-20,USD,E.U.A.,54.77402175,54.9113,2_1_2a25_smc.xls,fecha_valor
2025-01-20,UYU,Uruguay,1.24557184,1.24869357,2_1_2a25_smc.xls,fecha_valor
2025-01-21,ANG,Curazao,30.72702352,30.80403361,2_1_2a25_smc.xls,fecha_valor
2025-01-21,ARS,Argentina,0.05266225,0.05279423,2_1_2a25_smc.xls,fecha_valor
2025-01-21,BOB,Bolivia,7.99529693,8.01533527,2_1_2a25_smc.xls,fecha_valor
2025-01-21,BRL,Brasil,9.03527559,9.0579204,2_1_2a25_smc.xls,fecha_valor
2025-01-21,CAD,Canada,38.37706726,38.47325039,2_1_2a25_smc.xls,fecha_valor
